Order_ID,Ship_Mode,Customer_ID,Segment,State,Category,Sub_Category,Sales,order_date,ship_date,year,month,week,Lat,Long
CA-2017-165218,Standard Class,RW-19630,Corporate,Texas,Office Supplies,Storage,12.992,2017-03-05,2017-03-11,2017,3,10,31.054487,-97.563461
CA-2015-138296,Standard Class,RC-19825,Consumer,Virginia,Office Supplies,Storage,24.56,2015-12-05,2015-12-12,2015,12,49,37.769337,-78.169968
CA-2016-111164,Standard Class,SE-20110,Consumer,New York,Technology,Accessories,85.14,2016-04-11,2016-04-15,2016,4,15,42.165726,-74.948051
CA-2016-111164,Standard Class,SE-20110,Consumer,New York,Technology,Phones,21.99,2016-04-11,2016-04-15,2016,4,15,42.165726,-74.948051
CA-2016-111164,Standard Class,SE-20110,Consumer,New York,Office Supplies,Appliances,406.6,2016-04-11,2016-04-15,2016,4,15,42.165726,-74.948051
CA-2017-149797,Standard Class,AH-10075,Corporate,New York,Office Supplies,Binders,841.568,2017-09-15,2017-09-20,2017,9,37,42.165726,-74.948051
CA-2015-132962,First Class,JM-15535,Consumer,Pennsylvania,Office Supplies,Paper,15.552,2015-09-13,2015-09-16,2015,9,37,40.590752,-77.209755
CA-2015-132962,First Class,JM-15535,Consumer,Pennsylvania,Technology,Accessories,252,2015-09-13,2015-09-16,2015,9,37,40.590752,-77.209755
CA-2016-115091,Standard Class,JJ-15760,Home Office,Virginia,Office Supplies,Art,46.2,2016-10-05,2016-10-09,2016,10,40,37.769337,-78.169968
CA-2016-115091,Standard Class,JJ-15760,Home Office,Virginia,Office Supplies,Appliances,28.84,2016-10-05,2016-10-09,2016,10,40,37.769337,-78.169968
CA-2018-144932,First Class,AB-10165,Consumer,Ohio,Office Supplies,Art,14.592,2018-04-14,2018-04-17,2018,4,15,40.388783,-82.764915
CA-2018-144932,First Class,AB-10165,Consumer,Ohio,Office Supplies,Art,89.856,2018-04-14,2018-04-17,2018,4,15,40.388783,-82.764915
CA-2018-144932,First Class,AB-10165,Consumer,Ohio,Office Supplies,Paper,13.872,2018-04-14,2018-04-17,2018,4,15,40.388783,-82.764915
CA-2018-114216,Standard Class,RK-19300,Consumer,Pennsylvania,Office Supplies,Paper,12.192,2018-09-02,2018-09-06,2018,9,35,40.590752,-77.209755
CA-2017-140081,Standard Class,CG-12040,Home Office,Pennsylvania,Office Supplies,Paper,45.056,2017-06-20,2017-06-24,2017,6,25,40.590752,-77.209755
CA-2017-140081,Standard Class,CG-12040,Home Office,Pennsylvania,Office Supplies,Binders,29.718,2017-06-20,2017-06-24,2017,6,25,40.590752,-77.209755
CA-2017-140081,Standard Class,CG-12040,Home Office,Pennsylvania,Office Supplies,Paper,15.552,2017-06-20,2017-06-24,2017,6,25,40.590752,-77.209755
CA-2017-140081,Standard Class,CG-12040,Home Office,Pennsylvania,Office Supplies,Appliances,447.696,2017-06-20,2017-06-24,2017,6,25,40.590752,-77.209755
US-2018-111745,First Class,RA-19885,Corporate,New Mexico,Technology,Accessories,159.99,2018-11-05,2018-11-06,2018,11,45,34.840515,-106.248482
CA-2016-148250,Standard Class,RP-19270,Corporate,California,Office Supplies,Paper,12.96,2016-12-13,2016-12-17,2016,12,50,36.116203,-119.681564
CA-2016-148250,Standard Class,RP-19270,Corporate,California,Office Supplies,Appliances,134.48,2016-12-13,2016-12-17,2016,12,50,36.116203,-119.681564
CA-2017-105760,First Class,KC-16255,Corporate,California,Office Supplies,Paper,17.12,2017-06-19,2017-06-20,2017,6,25,36.116203,-119.681564
CA-2017-142958,Standard Class,RW-19630,Corporate,California,Office Supplies,Binders,6.096,2017-12-13,2017-12-20,2017,12,50,36.116203,-119.681564
CA-2017-142958,Standard Class,RW-19630,Corporate,California,Furniture,Tables,1114.272,2017-12-13,2017-12-20,2017,12,50,36.116203,-119.681564
CA-2016-120880,Standard Class,JL-15850,Consumer,Washington,Office Supplies,Paper,32.4,2016-05-29,2016-06-03,2016,5,22,47.400902,-121.490494
CA-2016-120880,Standard Class,JL-15850,Consumer,Washington,Office Supplies,Storage,540.57,2016-05-29,2016-06-03,2016,5,22,47.400902,-121.490494
CA-2016-120880,Standard Class,JL-15850,Consumer,Washington,Office Supplies,Binders,167.76,2016-05-29,2016-06-03,2016,5,22,47.400902,-121.490494
US-2016-140200,First Class,CA-12775,Consumer,Arizona,Furniture,Tables,393.165,2016-07-26,2016-07-28,2016,7,30,33.729759,-111.431221
US-2018-110576,Standard Class,RB-19795,Home Office,Pennsylvania,Furniture,Furnishings,516.488,2018-11-28,2018-12-02,2018,11,48,40.590752,-77.209755
US-2018-110576,Standard Class,RB-19795,Home Office,Pennsylvania,Furniture,Furnishings,1007.232,2018-11-28,2018-12-02,2018,11,48,40.590752,-77.209755
US-2018-110576,Standard Class,RB-19795,Home Office,Pennsylvania,Furniture,Tables,2065.32,2018-11-28,2018-12-02,2018,11,48,40.590752,-77.209755
US-2018-110576,Standard Class,RB-19795,Home Office,Pennsylvania,Office Supplies,Paper,15.552,2018-11-28,2018-12-02,2018,11,48,40.590752,-77.209755
US-2018-110576,Standard Class,RB-19795,Home Office,Pennsylvania,Office Supplies,Paper,25.344,2018-11-28,2018-12-02,2018,11,48,40.590752,-77.209755
CA-2018-131156,Standard Class,KH-16360,Consumer,Pennsylvania,Furniture,Furnishings,25.472,2018-04-03,2018-04-07,2018,4,14,40.590752,-77.209755
CA-2018-136539,Standard Class,GH-14665,Consumer,Texas,Office Supplies,Art,27.168,2018-12-28,2019-01-01,2018,12,52,31.054487,-97.563461
CA-2018-136539,Standard Class,GH-14665,Consumer,Texas,Furniture,Bookcases,78.8528,2018-12-28,2019-01-01,2018,12,52,31.054487,-97.563461
CA-2018-119305,Standard Class,SW-20275,Consumer,Mississippi,Office Supplies,Storage,173.8,2018-11-30,2018-12-04,2018,11,48,32.741646,-89.678696
CA-2018-102414,Second Class,JA-15970,Consumer,Arizona,Technology,Phones,29.592,2018-05-15,2018-05-18,2018,5,20,33.729759,-111.431221
CA-2018-102414,Second Class,JA-15970,Consumer,Arizona,Office Supplies,Binders,4.752,2018-05-15,2018-05-18,2018,5,20,33.729759,-111.431221
CA-2018-102414,Second Class,JA-15970,Consumer,Arizona,Office Supplies,Paper,15.552,2018-05-15,2018-05-18,2018,5,20,33.729759,-111.431221
CA-2016-112571,Same Day,DL-12925,Consumer,California,Furniture,Furnishings,204.6,2016-09-22,2016-09-22,2016,9,38,36.116203,-119.681564
CA-2018-152142,Standard Class,LW-16990,Corporate,California,Furniture,Chairs,321.568,2018-11-14,2018-11-19,2018,11,46,36.116203,-119.681564
CA-2016-160059,Standard Class,TB-21190,Home Office,Arkansas,Office Supplies,Binders,6.24,2016-11-27,2016-12-01,2016,11,48,34.969704,-92.373123
CA-2017-120859,First Class,CV-12805,Corporate,California,Office Supplies,Envelopes,21.88,2017-09-01,2017-09-04,2017,9,35,36.116203,-119.681564
CA-2015-127488,Second Class,MS-17365,Consumer,Florida,Office Supplies,Labels,4.608,2015-09-22,2015-09-24,2015,9,38,27.766279,-81.686783
CA-2018-135279,First Class,BS-11800,Home Office,New York,Office Supplies,Labels,9.82,2018-04-09,2018-04-11,2018,4,15,42.165726,-74.948051
CA-2018-135279,First Class,BS-11800,Home Office,New York,Office Supplies,Art,35.97,2018-04-09,2018-04-11,2018,4,15,42.165726,-74.948051
CA-2018-135279,First Class,BS-11800,Home Office,New York,Office Supplies,Paper,12.96,2018-04-09,2018-04-11,2018,4,15,42.165726,-74.948051
CA-2018-135279,First Class,BS-11800,Home Office,New York,Office Supplies,Paper,191.6,2018-04-09,2018-04-11,2018,4,15,42.165726,-74.948051
CA-2018-135279,First Class,BS-11800,Home Office,New York,Office Supplies,Labels,8.64,2018-04-09,2018-04-11,2018,4,15,42.165726,-74.948051
CA-2018-135279,First Class,BS-11800,Home Office,New York,Office Supplies,Storage,501.81,2018-04-09,2018-04-11,2018,4,15,42.165726,-74.948051
CA-2015-115791,Second Class,DL-13315,Consumer,Pennsylvania,Furniture,Furnishings,127.104,2015-01-16,2015-01-18,2015,1,3,40.590752,-77.209755
CA-2015-115791,Second Class,DL-13315,Consumer,Pennsylvania,Technology,Phones,124.2,2015-01-16,2015-01-18,2015,1,3,40.590752,-77.209755
CA-2015-115791,Second Class,DL-13315,Consumer,Pennsylvania,Office Supplies,Binders,18.588,2015-01-16,2015-01-18,2015,1,3,40.590752,-77.209755
CA-2015-115791,Second Class,DL-13315,Consumer,Pennsylvania,Office Supplies,Labels,30.072,2015-01-16,2015-01-18,2015,1,3,40.590752,-77.209755
US-2018-103247,Second Class,PO-19195,Home Office,New York,Technology,Phones,160.93,2018-10-05,2018-10-08,2018,10,40,42.165726,-74.948051
US-2018-103247,Second Class,PO-19195,Home Office,New York,Office Supplies,Binders,75.792,2018-10-05,2018-10-08,2018,10,40,42.165726,-74.948051
US-2018-100209,Standard Class,TD-20995,Consumer,Oregon,Office Supplies,Binders,1.08,2018-07-09,2018-07-15,2018,7,28,44.572021,-122.070938
CA-2018-159366,First Class,BW-11110,Corporate,Michigan,Technology,Machines,3059.982,2018-01-07,2018-01-10,2018,1,1,43.326618,-84.536095
CA-2017-145499,First Class,RW-19690,Consumer,North Carolina,Office Supplies,Binders,3.282,2017-05-30,2017-05-31,2017,5,22,35.630066,-79.806419
CA-2016-157035,First Class,KB-16600,Corporate,Indiana,Office Supplies,Paper,34.02,2016-12-09,2016-12-12,2016,12,50,39.849426,-86.258278
CA-2017-144939,Standard Class,EB-13870,Consumer,New York,Furniture,Chairs,599.292,2017-10-03,2017-10-08,2017,10,40,42.165726,-74.948051
CA-2015-163419,Second Class,TZ-21580,Consumer,Colorado,Office Supplies,Art,3.392,2015-11-11,2015-11-14,2015,11,45,39.059811,-105.311104
CA-2015-163419,Second Class,TZ-21580,Consumer,Colorado,Technology,Phones,559.984,2015-11-11,2015-11-14,2015,11,45,39.059811,-105.311104
CA-2015-163419,Second Class,TZ-21580,Consumer,Colorado,Furniture,Chairs,603.92,2015-11-11,2015-11-14,2015,11,45,39.059811,-105.311104
CA-2018-100314,Standard Class,AS-10630,Home Office,Texas,Office Supplies,Labels,7.968,2018-09-29,2018-10-05,2018,9,39,31.054487,-97.563461
CA-2018-100314,Standard Class,AS-10630,Home Office,Texas,Office Supplies,Envelopes,27.968,2018-09-29,2018-10-05,2018,9,39,31.054487,-97.563461
CA-2018-100314,Standard Class,AS-10630,Home Office,Texas,Technology,Machines,336.51,2018-09-29,2018-10-05,2018,9,39,31.054487,-97.563461
CA-2016-146829,Same Day,TS-21340,Consumer,Texas,Office Supplies,Binders,1.112,2016-03-10,2016-03-10,2016,3,10,31.054487,-97.563461
CA-2018-167899,Standard Class,JG-15805,Corporate,New York,Furniture,Furnishings,520.05,2018-05-21,2018-05-26,2018,5,21,42.165726,-74.948051
CA-2018-167899,Standard Class,JG-15805,Corporate,New York,Office Supplies,Art,17.97,2018-05-21,2018-05-26,2018,5,21,42.165726,-74.948051
CA-2016-153549,Second Class,SL-20155,Home Office,Florida,Furniture,Chairs,1166.92,2016-03-29,2016-03-31,2016,3,13,27.766279,-81.686783
CA-2017-110023,First Class,TS-21610,Consumer,New York,Office Supplies,Binders,14.624,2017-09-09,2017-09-11,2017,9,36,42.165726,-74.948051
CA-2017-105585,First Class,RF-19735,Consumer,California,Office Supplies,Fasteners,10.23,2017-08-26,2017-08-27,2017,8,34,36.116203,-119.681564
CA-2017-105585,First Class,RF-19735,Consumer,California,Office Supplies,Paper,154.9,2017-08-26,2017-08-27,2017,8,34,36.116203,-119.681564
CA-2015-117639,Standard Class,MW-18235,Corporate,Virginia,Office Supplies,Binders,2715.93,2015-05-21,2015-05-25,2015,5,21,37.769337,-78.169968
CA-2015-117639,Standard Class,MW-18235,Corporate,Virginia,Technology,Phones,617.97,2015-05-21,2015-05-25,2015,5,21,37.769337,-78.169968
CA-2016-162537,Standard Class,RD-19585,Consumer,Kentucky,Office Supplies,Envelopes,10.67,2016-10-28,2016-11-03,2016,10,44,37.66814,-84.670067
CA-2016-162537,Standard Class,RD-19585,Consumer,Kentucky,Office Supplies,Storage,36.63,2016-10-28,2016-11-03,2016,10,44,37.66814,-84.670067
CA-2016-162537,Standard Class,RD-19585,Consumer,Kentucky,Furniture,Furnishings,24.1,2016-10-28,2016-11-03,2016,10,44,37.66814,-84.670067
CA-2016-162537,Standard Class,RD-19585,Consumer,Kentucky,Furniture,Furnishings,33.11,2016-10-28,2016-11-03,2016,10,44,37.66814,-84.670067
CA-2017-155488,Standard Class,FM-14290,Home Office,Washington,Office Supplies,Art,44.02,2017-11-13,2017-11-17,2017,11,46,47.400902,-121.490494
CA-2016-124891,Same Day,RH-19495,Consumer,New York,Technology,Accessories,2309.65,2016-07-31,2016-07-31,2016,7,31,42.165726,-74.948051
CA-2016-124891,Same Day,RH-19495,Consumer,New York,Furniture,Tables,1090.782,2016-07-31,2016-07-31,2016,7,31,42.165726,-74.948051
CA-2016-124891,Same Day,RH-19495,Consumer,New York,Office Supplies,Paper,19.44,2016-07-31,2016-07-31,2016,7,31,42.165726,-74.948051
CA-2016-126445,Standard Class,RA-19945,Consumer,California,Office Supplies,Storage,484.65,2016-08-27,2016-08-31,2016,8,35,36.116203,-119.681564
CA-2016-111199,Standard Class,JK-15730,Consumer,North Carolina,Office Supplies,Paper,115.296,2016-11-13,2016-11-17,2016,11,46,35.630066,-79.806419
CA-2016-105312,First Class,MT-17815,Consumer,Arizona,Office Supplies,Envelopes,7.08,2016-11-06,2016-11-09,2016,11,45,33.729759,-111.431221
CA-2016-105312,First Class,MT-17815,Consumer,Arizona,Office Supplies,Binders,4.401,2016-11-06,2016-11-09,2016,11,45,33.729759,-111.431221
US-2018-106705,Standard Class,PO-18850,Consumer,Iowa,Office Supplies,Paper,44.75,2018-12-26,2019-01-01,2018,12,52,42.011539,-93.210526
CA-2018-135034,First Class,AT-10735,Consumer,Illinois,Technology,Phones,95.984,2018-08-01,2018-08-03,2018,8,31,40.349457,-88.986137
CA-2015-158540,First Class,VG-21790,Consumer,California,Furniture,Furnishings,151.72,2015-11-24,2015-11-26,2015,11,47,36.116203,-119.681564
CA-2018-118437,Second Class,PF-19165,Consumer,Washington,Furniture,Furnishings,155.25,2018-06-17,2018-06-21,2018,6,24,47.400902,-121.490494
CA-2018-118437,Second Class,PF-19165,Consumer,Washington,Office Supplies,Storage,14.03,2018-06-17,2018-06-21,2018,6,24,47.400902,-121.490494
US-2016-126214,Second Class,JS-15880,Consumer,Washington,Furniture,Tables,1618.37,2016-12-21,2016-12-24,2016,12,51,47.400902,-121.490494
US-2016-126214,Second Class,JS-15880,Consumer,Washington,Technology,Accessories,99.6,2016-12-21,2016-12-24,2016,12,51,47.400902,-121.490494
CA-2016-133025,Second Class,MO-17800,Home Office,California,Office Supplies,Paper,32.4,2016-09-17,2016-09-19,2016,9,38,36.116203,-119.681564
CA-2016-108665,Standard Class,KM-16225,Corporate,New York,Furniture,Furnishings,13.96,2016-07-06,2016-07-10,2016,7,27,42.165726,-74.948051
CA-2016-108665,Standard Class,KM-16225,Corporate,New York,Furniture,Furnishings,155.82,2016-07-06,2016-07-10,2016,7,27,42.165726,-74.948051
CA-2016-108665,Standard Class,KM-16225,Corporate,New York,Technology,Phones,124.95,2016-07-06,2016-07-10,2016,7,27,42.165726,-74.948051
CA-2016-108665,Standard Class,KM-16225,Corporate,New York,Office Supplies,Storage,601.65,2016-07-06,2016-07-10,2016,7,27,42.165726,-74.948051
CA-2016-124450,Standard Class,GT-14710,Consumer,District of Columbia,Office Supplies,Art,22.74,2016-04-27,2016-05-03,2016,4,17,38.897438,-77.026817
CA-2016-124450,Standard Class,GT-14710,Consumer,District of Columbia,Furniture,Chairs,1267.53,2016-04-27,2016-05-03,2016,4,17,38.897438,-77.026817
CA-2016-124450,Standard Class,GT-14710,Consumer,District of Columbia,Technology,Machines,1379.92,2016-04-27,2016-05-03,2016,4,17,38.897438,-77.026817
CA-2016-167269,Standard Class,PB-19150,Consumer,Pennsylvania,Office Supplies,Envelopes,6.208,2016-06-16,2016-06-20,2016,6,24,40.590752,-77.209755
CA-2018-106964,First Class,HR-14770,Home Office,California,Office Supplies,Binders,11.808,2018-12-17,2018-12-20,2018,12,51,36.116203,-119.681564
CA-2017-126529,Second Class,DE-13255,Home Office,Ohio,Office Supplies,Paper,15.552,2017-01-11,2017-01-13,2017,1,2,40.388783,-82.764915
CA-2017-126529,Second Class,DE-13255,Home Office,Ohio,Office Supplies,Paper,63.312,2017-01-11,2017-01-13,2017,1,2,40.388783,-82.764915
CA-2017-126529,Second Class,DE-13255,Home Office,Ohio,Technology,Phones,15.588,2017-01-11,2017-01-13,2017,1,2,40.388783,-82.764915
CA-2015-163552,Standard Class,LA-16780,Corporate,New Jersey,Office Supplies,Paper,177.2,2015-07-11,2015-07-15,2015,7,28,40.298904,-74.521011
CA-2015-163552,Standard Class,LA-16780,Corporate,New Jersey,Technology,Phones,197.97,2015-07-11,2015-07-15,2015,7,28,40.298904,-74.521011
CA-2015-163552,Standard Class,LA-16780,Corporate,New Jersey,Furniture,Chairs,854.94,2015-07-11,2015-07-15,2015,7,28,40.298904,-74.521011
CA-2015-163552,Standard Class,LA-16780,Corporate,New Jersey,Furniture,Furnishings,124.11,2015-07-11,2015-07-15,2015,7,28,40.298904,-74.521011
CA-2015-163552,Standard Class,LA-16780,Corporate,New Jersey,Office Supplies,Labels,14.4,2015-07-11,2015-07-15,2015,7,28,40.298904,-74.521011
CA-2017-109820,First Class,AG-10390,Consumer,Ohio,Office Supplies,Paper,15.696,2017-11-20,2017-11-22,2017,11,47,40.388783,-82.764915
CA-2017-109820,First Class,AG-10390,Consumer,Ohio,Office Supplies,Binders,2.628,2017-11-20,2017-11-22,2017,11,47,40.388783,-82.764915
CA-2017-109820,First Class,AG-10390,Consumer,Ohio,Office Supplies,Binders,14.427,2017-11-20,2017-11-22,2017,11,47,40.388783,-82.764915
CA-2017-113061,Standard Class,EL-13735,Home Office,Missouri,Furniture,Furnishings,86.62,2017-04-22,2017-04-26,2017,4,16,38.456085,-92.288368
CA-2016-127418,First Class,JJ-15445,Consumer,California,Office Supplies,Binders,36.624,2016-06-13,2016-06-14,2016,6,24,36.116203,-119.681564
CA-2018-121818,First Class,JH-15430,Consumer,North Carolina,Office Supplies,Art,23.968,2018-11-20,2018-11-21,2018,11,47,35.630066,-79.806419
CA-2018-121818,First Class,JH-15430,Consumer,North Carolina,Office Supplies,Art,28.728,2018-11-20,2018-11-21,2018,11,47,35.630066,-79.806419
CA-2017-127670,Standard Class,RD-19660,Home Office,Missouri,Furniture,Tables,697.16,2017-03-20,2017-03-24,2017,3,12,38.456085,-92.288368
CA-2017-102981,Second Class,MO-17500,Consumer,New York,Technology,Accessories,31.86,2017-09-06,2017-09-09,2017,9,36,42.165726,-74.948051
CA-2017-102981,Second Class,MO-17500,Consumer,New York,Furniture,Bookcases,722.352,2017-09-06,2017-09-09,2017,9,36,42.165726,-74.948051
CA-2018-115651,First Class,NS-18640,Corporate,Illinois,Office Supplies,Art,8.84,2018-07-09,2018-07-12,2018,7,28,40.349457,-88.986137
CA-2018-115651,First Class,NS-18640,Corporate,Illinois,Office Supplies,Appliances,58.464,2018-07-09,2018-07-12,2018,7,28,40.349457,-88.986137
CA-2018-152702,Standard Class,SN-20710,Home Office,Illinois,Furniture,Chairs,254.604,2018-10-12,2018-10-16,2018,10,41,40.349457,-88.986137
CA-2017-169103,Standard Class,ZC-21910,Consumer,Florida,Technology,Phones,1363.96,2017-03-08,2017-03-13,2017,3,10,27.766279,-81.686783
CA-2017-169103,Standard Class,ZC-21910,Consumer,Florida,Furniture,Furnishings,102.36,2017-03-08,2017-03-13,2017,3,10,27.766279,-81.686783
CA-2015-139192,Second Class,LC-16885,Consumer,California,Technology,Phones,1113.504,2015-05-27,2015-06-01,2015,5,21,36.116203,-119.681564
CA-2015-139192,Second Class,LC-16885,Consumer,California,Technology,Accessories,99.99,2015-05-27,2015-06-01,2015,5,21,36.116203,-119.681564
US-2016-153500,First Class,DG-13300,Corporate,Pennsylvania,Furniture,Furnishings,168.464,2016-07-03,2016-07-05,2016,7,27,40.590752,-77.209755
US-2016-153500,First Class,DG-13300,Corporate,Pennsylvania,Office Supplies,Paper,6.72,2016-07-03,2016-07-05,2016,7,27,40.590752,-77.209755
US-2016-153500,First Class,DG-13300,Corporate,Pennsylvania,Furniture,Furnishings,282.888,2016-07-03,2016-07-05,2016,7,27,40.590752,-77.209755
CA-2016-110667,Standard Class,NF-18595,Home Office,New York,Office Supplies,Art,11.16,2016-04-04,2016-04-08,2016,4,14,42.165726,-74.948051
CA-2016-110667,Standard Class,NF-18595,Home Office,New York,Furniture,Furnishings,108.4,2016-04-04,2016-04-08,2016,4,14,42.165726,-74.948051
CA-2016-110667,Standard Class,NF-18595,Home Office,New York,Office Supplies,Binders,82.344,2016-04-04,2016-04-08,2016,4,14,42.165726,-74.948051
CA-2016-110667,Standard Class,NF-18595,Home Office,New York,Office Supplies,Binders,9.088,2016-04-04,2016-04-08,2016,4,14,42.165726,-74.948051
CA-2018-167150,Standard Class,BP-11185,Corporate,California,Office Supplies,Binders,19.936,2018-12-10,2018-12-17,2018,12,50,36.116203,-119.681564
CA-2018-167150,Standard Class,BP-11185,Corporate,California,Office Supplies,Binders,65.568,2018-12-10,2018-12-17,2018,12,50,36.116203,-119.681564
CA-2017-105284,Standard Class,MG-17650,Home Office,Pennsylvania,Office Supplies,Fasteners,4.416,2017-11-24,2017-12-01,2017,11,47,40.590752,-77.209755
US-2016-125374,Standard Class,JD-16060,Consumer,Texas,Furniture,Chairs,107.772,2016-03-23,2016-03-29,2016,3,12,31.054487,-97.563461
CA-2016-161263,Standard Class,TS-21160,Corporate,Ohio,Office Supplies,Appliances,45.216,2016-04-16,2016-04-21,2016,4,16,40.388783,-82.764915
CA-2016-161263,Standard Class,TS-21160,Corporate,Ohio,Office Supplies,Fasteners,10.416,2016-04-16,2016-04-21,2016,4,16,40.388783,-82.764915
CA-2016-161263,Standard Class,TS-21160,Corporate,Ohio,Office Supplies,Art,7.872,2016-04-16,2016-04-21,2016,4,16,40.388783,-82.764915
CA-2016-161263,Standard Class,TS-21160,Corporate,Ohio,Technology,Phones,118.782,2016-04-16,2016-04-21,2016,4,16,40.388783,-82.764915
CA-2016-161263,Standard Class,TS-21160,Corporate,Ohio,Office Supplies,Fasteners,1.448,2016-04-16,2016-04-21,2016,4,16,40.388783,-82.764915
CA-2016-161263,Standard Class,TS-21160,Corporate,Ohio,Office Supplies,Binders,55.47,2016-04-16,2016-04-21,2016,4,16,40.388783,-82.764915
CA-2017-157686,First Class,BD-11620,Consumer,California,Furniture,Chairs,194.848,2017-10-01,2017-10-02,2017,10,40,36.116203,-119.681564
US-2018-139955,Second Class,CM-12160,Consumer,Texas,Office Supplies,Supplies,1.744,2018-09-28,2018-09-30,2018,9,39,31.054487,-97.563461
US-2016-150161,Standard Class,RB-19795,Home Office,Pennsylvania,Office Supplies,Binders,25.176,2016-07-25,2016-07-29,2016,7,30,40.590752,-77.209755
CA-2016-144652,Standard Class,SN-20560,Home Office,California,Office Supplies,Art,19.46,2016-11-20,2016-11-26,2016,11,47,36.116203,-119.681564
CA-2017-152814,Standard Class,EH-14005,Home Office,Colorado,Office Supplies,Paper,29.472,2017-04-28,2017-05-02,2017,4,17,39.059811,-105.311104
CA-2018-106943,Standard Class,FO-14305,Consumer,New York,Office Supplies,Binders,8.64,2018-11-14,2018-11-19,2018,11,46,42.165726,-74.948051
CA-2017-134348,Standard Class,MS-17710,Consumer,Arizona,Office Supplies,Binders,6.27,2017-11-12,2017-11-19,2017,11,46,33.729759,-111.431221
CA-2017-134348,Standard Class,MS-17710,Consumer,Arizona,Office Supplies,Binders,4.368,2017-11-12,2017-11-19,2017,11,46,33.729759,-111.431221
CA-2017-134348,Standard Class,MS-17710,Consumer,Arizona,Technology,Accessories,31.984,2017-11-12,2017-11-19,2017,11,46,33.729759,-111.431221
CA-2017-161781,First Class,CC-12100,Home Office,Indiana,Office Supplies,Art,40.88,2017-09-29,2017-09-30,2017,9,39,39.849426,-86.258278
CA-2018-132521,Second Class,DW-13540,Consumer,Washington,Office Supplies,Appliances,119.96,2018-09-23,2018-09-25,2018,9,38,47.400902,-121.490494
CA-2018-132521,Second Class,DW-13540,Consumer,Washington,Office Supplies,Storage,31.44,2018-09-23,2018-09-25,2018,9,38,47.400902,-121.490494
CA-2018-132521,Second Class,DW-13540,Consumer,Washington,Office Supplies,Binders,6.88,2018-09-23,2018-09-25,2018,9,38,47.400902,-121.490494
CA-2016-110016,Standard Class,BT-11395,Corporate,Michigan,Office Supplies,Paper,19.92,2016-11-29,2016-12-04,2016,11,48,43.326618,-84.536095
CA-2016-110016,Standard Class,BT-11395,Corporate,Michigan,Furniture,Chairs,1106.91,2016-11-29,2016-12-04,2016,11,48,43.326618,-84.536095
US-2017-143819,Standard Class,KD-16270,Consumer,New York,Furniture,Tables,836.592,2017-03-01,2017-03-05,2017,3,9,42.165726,-74.948051
US-2017-143819,Standard Class,KD-16270,Consumer,New York,Office Supplies,Paper,26.38,2017-03-01,2017-03-05,2017,3,9,42.165726,-74.948051
US-2017-143819,Standard Class,KD-16270,Consumer,New York,Office Supplies,Storage,362.92,2017-03-01,2017-03-05,2017,3,9,42.165726,-74.948051
US-2017-143819,Standard Class,KD-16270,Consumer,New York,Technology,Machines,4899.93,2017-03-01,2017-03-05,2017,3,9,42.165726,-74.948051
CA-2017-167584,Same Day,LC-16870,Consumer,Iowa,Office Supplies,Paper,6.48,2017-08-12,2017-08-12,2017,8,32,42.011539,-93.210526
CA-2017-166163,Second Class,CY-12745,Corporate,California,Technology,Phones,71.976,2017-08-15,2017-08-20,2017,8,33,36.116203,-119.681564
CA-2017-166163,Second Class,CY-12745,Corporate,California,Office Supplies,Labels,3.15,2017-08-15,2017-08-20,2017,8,33,36.116203,-119.681564
CA-2018-158407,Standard Class,LW-16990,Corporate,North Carolina,Furniture,Furnishings,31.984,2018-06-04,2018-06-10,2018,6,23,35.630066,-79.806419
CA-2018-158407,Standard Class,LW-16990,Corporate,North Carolina,Technology,Phones,71.984,2018-06-04,2018-06-10,2018,6,23,35.630066,-79.806419
CA-2016-143490,Standard Class,NP-18325,Consumer,California,Office Supplies,Art,120.15,2016-12-06,2016-12-13,2016,12,49,36.116203,-119.681564
CA-2016-143490,Standard Class,NP-18325,Consumer,California,Technology,Phones,219.184,2016-12-06,2016-12-13,2016,12,49,36.116203,-119.681564
CA-2016-165085,Standard Class,BT-11485,Home Office,Maryland,Office Supplies,Paper,28.9,2016-12-27,2016-12-31,2016,12,52,39.063946,-76.802101
CA-2016-165085,Standard Class,BT-11485,Home Office,Maryland,Office Supplies,Appliances,355.96,2016-12-27,2016-12-31,2016,12,52,39.063946,-76.802101
CA-2018-160423,Standard Class,PS-19045,Home Office,North Carolina,Office Supplies,Storage,348.208,2018-01-21,2018-01-26,2018,1,3,35.630066,-79.806419
CA-2018-160423,Standard Class,PS-19045,Home Office,North Carolina,Office Supplies,Binders,35.784,2018-01-21,2018-01-26,2018,1,3,35.630066,-79.806419
CA-2015-159338,First Class,NS-18640,Corporate,California,Furniture,Tables,447.84,2015-06-25,2015-06-28,2015,6,26,36.116203,-119.681564
CA-2017-107216,First Class,PV-18985,Home Office,California,Office Supplies,Art,7.04,2017-06-14,2017-06-17,2017,6,24,36.116203,-119.681564
CA-2017-107216,First Class,PV-18985,Home Office,California,Furniture,Furnishings,8.73,2017-06-14,2017-06-17,2017,6,24,36.116203,-119.681564
CA-2017-107216,First Class,PV-18985,Home Office,California,Technology,Accessories,29.29,2017-06-14,2017-06-17,2017,6,24,36.116203,-119.681564
